id,firstname,lastname,university,university_shortname,university_city,functions,organization,organization_sector
831,Mario,Paolone,ETH Lausanne,EPF,Lausanne,Lecture for the Post-graduate program Progettazione di Impianti Oil&Gas,"University of Bologna, Italy",Education & research
832,Mark,Pieth,Uni Basel,UBA,Basel,Präsident des Stiftungsrates,Basel Institute on Governance,"Politics, administration, justice system & security sector"
833,Mark,Pauly,ETH Lausanne,EPF,Lausanne,Member of the board,"Faceshift AG, Zurich",Technology
834,Markus,Kreutzer,Uni St. Gallen,USG,Saint Gallen,Lehrstuhl für Strategisches und Internationales Management,EBS Universität,Education & research
835,Markus,Schefer,Uni Basel,UBA,Basel,Mitglied des Kontrollorgans über den Staatsschutz,Kanton Basel-Stadt,"Politics, administration, justice system & security sector"
836,Markus Hans,Gross,ETH Zürich,ETH,Zurich,VR-Präsidium,Gimalon AG,Technology
837,Markus Hans,Gross,ETH Zürich,ETH,Zurich,VR-Mandat,Dybuster AG,Technology
838,Markus Hans,Gross,ETH Zürich,ETH,Zurich,Direktor (wissenschaftlicher Co Direktor),The Walt Disney Company (Switzerland) GmbH,"Society, Social, Culture & Sports"
839,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Diverse kleinere Tätigkeiten,European Fund for Southeast Europe (EFSE),"Politics, administration, justice system & security sector"
840,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Background Note on the Impact of Banking Crises on Households in Emerging Europe for World Development Report 2014,World Bank,Financial industry & insurances
841,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Consultant for Financial Literacy,Swiss National Bank,Financial industry & insurances
842,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Consultant for Financial Literacy,Verband der Schweizerischen Kantonalbanken,Financial industry & insurances
843,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Diverse Gutachten,KfW Development Bank,Financial industry & insurances
844,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Diverse kleinere Tätigkeiten,Departement für Entwicklungshilfe und -zusammenarbeit DEZA,"Politics, administration, justice system & security sector"
845,Martin,Brown,Uni St. Gallen,USG,Saint Gallen,Member of Technical Assistance Committee,ResponsAbility,Financial industry & insurances
846,Martin,Fey,Uni Bern,UBE,Bern,NA,"Berger-Janser-Stiftung, Bern",Pharma & health
847,Martin,Fröhlich,ETH Lausanne,EPF,Lausanne,"Bureau d'architecture, Fondateur","AFF Architekten, Berlin, Germany","Industry, construction & agriculture"
848,Martin,Lengwiler,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Seismo Verlags AG, Zürich",Media & communication
849,Martin,Lengwiler,Uni Basel,UBA,Basel,Präsident des Verwaltungsrates,"fokus AG für Wissen und Organisation, Zürich","Consulting, public relations, legal & trust"
850,Martin,Odersky,ETH Lausanne,EPF,Lausanne,Board-Observer (former Chairman),"Typesafe Sarl, Lausanne",Technology
851,Martin,Vetterli,ETH Lausanne,EPF,Lausanne,"Membre du conseil d'administration (jusqu'à Juin 2014, puis occasional advisor)",VIDINOTI,"Consulting, public relations, legal & trust"
852,Martin,Vetterli,ETH Lausanne,EPF,Lausanne,Occasional advisor,DARTFISH,Technology
853,Martin,Vetterli,ETH Lausanne,EPF,Lausanne,President du Conseil National de la Recherche,FNS (Fonds National Suisse),Education & research
854,Martin,Wilks,Uni Genf,UGE,Geneva,Mitglied des Stiftungsrates,"Institut de Sante au Travail, Lausanne",Pharma & health
855,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Forschungsstiftung Genaxen,Education & research
856,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,SWANtec Holding AG,Financial industry & insurances
857,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,SWAN Isotopen AG,Technology
858,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,SWAN Hadron AG,Pharma & health
859,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Stiftung Universität und Gesellschaft,Education & research
860,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Fondation pour la recherche dans le cadre de l'Etude Suisse de Cohorte VIH,Education & research
861,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Schweizerische Akademie der Medizinischen Wissenschaften (SAMW),Pharma & health
862,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Hans-Sigrist-Stiftung,Education & research
863,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Übergangsrat der UPD,Pharma & health
864,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Stiftung Swiss School of Public Health plus (SSPH),Education & research
865,Martin G.,Täuber,Uni Bern,UBE,Bern,NA,Spital-Management Bern AG,Pharma & health
866,Martin O.,Saar,ETH Zürich,ETH,Zurich,Geschäftsführer,Geofluidics LLC,"Industry, construction & agriculture"
867,Martinus,Gijs,ETH Lausanne,EPF,Lausanne,"Project review work, proposal evaluation",European Commission,"Politics, administration, justice system & security sector"
868,Massimo,Morbidelli,ETH Zürich,ETH,Zurich,VR-Mandat,ChromaCon AG,Technology
869,Matthias,Lütolf,ETH Lausanne,EPF,Lausanne,Board member and advisor,"QGel SA, PSE, Lausanne",Technology
870,Matthias,Lütolf,ETH Lausanne,EPF,Lausanne,President of the Board,"Morphodyne SA, EPFL",Pharma & health
871,Matthias,Finger,ETH Lausanne,EPF,Lausanne,Vice-président,"SKE, Commission Fédérale d'Arbitrage dans le Secteur du Rail, Berne","Energy, environment & mobility"
872,Matthias,Finger,ETH Lausanne,EPF,Lausanne,Membre,"EICom, Commission Fédérale de la Régulation du Marché de l'Electricté, Bern","Politics, administration, justice system & security sector"
873,Matthias,Finger,ETH Lausanne,EPF,Lausanne,"Florence School of regulation, Transport Area (organisation de 6 workshops en 2013)","European University Institute, Florence, Italy",Education & research
874,Matthias,Egger,Uni Bern,UBE,Bern,NA,"WHO, Geneva",Pharma & health
875,Matthias,Egger,Uni Bern,UBE,Bern,NA,SNF Forschungsrat,Education & research
876,Matthias,Egger,Uni Bern,UBE,Bern,NA,Krebsforschung Schweiz,Pharma & health
877,Matthias,Schmidt,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Ernst Krenek Privatstiftung, Krems, Österreich","Society, Social, Culture & Sports"
878,Matthias,Kohler,ETH Zürich,ETH,Zurich,NA,Erich Degen-Stiftung,Education & research
879,Matthias P.,Wymann,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"PIQUR Therapeutics AG, Basel",Pharma & health
880,Meike,Mevissen,Uni Bern,UBE,Bern,NA,Stiftung Tierärztliche Hochschule Hannover,Education & research
881,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Shareholder,"Morphogene, Preverenges, CH",Pharma & health
882,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Consultant,"Merck, DE",Pharma & health
883,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Founder & Shareholder,"Anokion, Ecublens, CH",Pharma & health
884,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Founder & Shareholder,"Lanta Bio, Préverenges, CH",Technology
885,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Founder & Shareholder,"Lumberjack, USA",Not classifiable
886,Melody,Swartz,ETH Lausanne,EPF,Lausanne,Founder & Shareholder,"Lumberjill, Basel, CH",Not classifiable
887,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Honorary Editor of Nano Journal,"SAINT, SKKU",Education & research
888,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,G24 Power,"Energy, environment & mobility"
889,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,DYESOL,"Energy, environment & mobility"
890,Michael,Lehning,ETH Lausanne,EPF,Lausanne,Politecnico di Milano,"Politecnico di Milano, Milano",Education & research
891,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,"NTU, Singapore",Education & research
892,Michael,Gastpar,ETH Lausanne,EPF,Lausanne,Academic Affiliation (unpaid),Delft University of Technology,Education & research
893,Michael,Gastpar,ETH Lausanne,EPF,Lausanne,Academic Affiliation (unpaid),"University of California, Berkeley",Education & research
894,Michaël,Unser,ETH Lausanne,EPF,Lausanne,Comité d'expertise Ambizione,"FNS, Bern",Education & research
895,Michel,Bierlaire,ETH Lausanne,EPF,Lausanne,Conseil d'administration ENTPE (non rémunéré),"Etat français, Lyon",Not classifiable
896,Michel,Bierlaire,ETH Lausanne,EPF,Lausanne,Consultance Technique en optimisation,OPTIMIS HCM Echandens,"Consulting, public relations, legal & trust"
897,Michel,Rappaz,ETH Lausanne,EPF,Lausanne,Actionnaire et Membre du Conseil d'administration,"Ycoor Systems SA, Sierre",Technology
898,Michel,Rappaz,ETH Lausanne,EPF,Lausanne,Associé,"Novamet Sarl, Lausanne","Consulting, public relations, legal & trust"
899,Michel,Rappaz,ETH Lausanne,EPF,Lausanne,Membre du conseil scientifique,"Alcoa Howmet, Whitehall, USA","Industry, construction & agriculture"
900,Michel,Rappaz,ETH Lausanne,EPF,Lausanne,Président du conseil de fondation,"Fondation R&R Haenny, SAV, Lausanne",Education & research
901,Michel,Rappaz,ETH Lausanne,EPF,Lausanne,Président du Conseil de fondation,"PPUR, RLC, Lausanne",Media & communication
902,Michele,De Palma,ETH Lausanne,EPF,Lausanne,Seminar-Roche,"Roche, Basel - 10/01/2014",Pharma & health
903,Michele,De Palma,ETH Lausanne,EPF,Lausanne,Advisory Board Meeting - Sanofi,"Sanofi, Barcelona - 17/11/2014",Pharma & health
904,Michèle F.,Sutter-Rüdisser,Uni St. Gallen,USG,Saint Gallen,Mitglied des Universitätsrats,Universität Liechtenstein,Education & research
905,Michèle F.,Sutter-Rüdisser,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,thurmed AG / Spital Thurgau,Pharma & health
906,Mihai Adrian,Ionescu,ETH Lausanne,EPF,Lausanne,SNF professorship review,SNF,Education & research
907,Mihai Adrian,Ionescu,ETH Lausanne,EPF,Lausanne,Review projet EC SOI-HITS (1 jour),"European Commission, Brussels","Politics, administration, justice system & security sector"
908,Mihai Adrian,Ionescu,ETH Lausanne,EPF,Lausanne,SATW technology out-look (non-remuneré),SATW,Education & research
909,Mihai Adrian,Ionescu,ETH Lausanne,EPF,Lausanne,Lecture IMEC /Beyond CMOS (0.5 day),IMEC Belgium,Education & research
910,Minyue,Dong,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
911,Mirko,Meboldt,ETH Zürich,ETH,Zurich,Verwaltungsrat,inspire AG,Technology
912,Mohammad Amin,Shokrollahi,ETH Lausanne,EPF,Lausanne,CEO (on leave from EPFL),"Kandou Bus, Lausanne","Industry, construction & agriculture"
913,Nava,Setter,ETH Lausanne,EPF,Lausanne,President of the foundation,"Talent Foundation, Saint-Sulpice",Education & research
914,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Conseil d'administration,"High Tech Factory, Enschede, NL","Industry, construction & agriculture"
915,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Conseil d'administration,"Silatech SA, Neuchâtel","Commerce, trade & services"
916,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Conseil d'administration,"SwissScientific SA, Neuchâtel",Financial industry & insurances
917,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Conseil scientifique du CSEM SA,"CSEM SA, Neuchâtel",Education & research
918,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Président du conseil d'administration,"Contrôle officiel suisse des chronomètres (COSC), La Chaux-de-Fonds","Industry, construction & agriculture"
919,Nico,de Rooij,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Seyonic SA, Neuchâtel","Industry, construction & agriculture"
920,Nicola,Braghieri,ETH Lausanne,EPF,Lausanne,Architecte associé (10%),"EX-M, Milan","Industry, construction & agriculture"
921,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Nanodimension AG, Suisse",Financial industry & insurances
922,Nicolas,Gisin,Uni Genf,UGE,Geneva,Membre du conseil d'administraiton,ID Quantique SA,Technology
923,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"CEA-LETI, France",Education & research
924,Nicolas,Gruber,ETH Zürich,ETH,Zurich,Vertreter der ETH im Leitorgan,Association Climate-KIC,"Energy, environment & mobility"
925,Nicolas,Mermod,Uni Lausanne,ULA,Lausanne,Mandat,Selexis,Pharma & health
926,Nicolas,Monod,ETH Lausanne,EPF,Lausanne,Expertises,"Fond National Suisse, Berne",Education & research
927,Nicolas,Monod,ETH Lausanne,EPF,Lausanne,Travail éditorial (non lucratif),"L'enseignement Mathématique, Genève",Media & communication
928,Nicolas,Queloz,Uni Freiburg,UFR,Fribourg,Rechtsberater,Selbstständig,Not classifiable
929,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,"Expertise scientifique, Institut de recherche","Leibnitz Association, Germany",Education & research
930,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,"Expertise scientifique, projets de recherche","Ministry of Education, Singapore","Politics, administration, justice system & security sector"
931,Nikolaos,Geroliminis,ETH Lausanne,EPF,Lausanne,Development of analysis tools,"Minnesota Traffic Observatory, University of Minnesota, USA",Education & research
932,Nikolaos,Stergiopulos,ETH Lausanne,EPF,Lausanne,Administrateur et director ad interim,"Rheon Medical SA, Préverenges",Pharma & health
933,Nikolaos,Stergiopulos,ETH Lausanne,EPF,Lausanne,CSO et administrateur,"Antlia SA, Lausanne",Pharma & health
934,Nikolaos,Geroliminis,ETH Lausanne,EPF,Lausanne,Advising on traffic management for the city of Sydney,"UNSW Australia, Australian Center for Commercial Mathematics, Sydney",Education & research
935,Nils,Soguel,Uni Lausanne,ULA,Lausanne,President,SRS-CSPCP,"Energy, environment & mobility"
936,Olaf,Blanke,Uni Genf,UGE,Geneva,Professeur à 20%,Université de Genève,Education & research
937,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Zühlke,"Consulting, public relations, legal & trust"
938,Oliver,Lubrich,Uni Bern,UBE,Bern,NA,Albrecht-von-Haller-Stiftung der Burgergemeinde Bern,Education & research
939,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Audit Expert Group,Schindler,"Industry, construction & agriculture"
940,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,Avatarion Technology,Technology
941,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,BGW Management Advisory Group,"Consulting, public relations, legal & trust"
942,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,BMI-Lab,Education & research
943,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,"Gründer, Co-Director",GLORAD,Education & research
944,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,International Advisory Board,Alexander von Humboldt Institut für Internet & Society,Education & research
945,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Hoffmann Neopac,"Industry, construction & agriculture"
946,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Miglied Forschungs- und Bildungskommission,Economiesuisse,"Commerce, trade & services"
947,Olivier,Schneider,ETH Lausanne,EPF,Lausanne,"Vice-président du Conseil paroissial, Ecublens-St.Sulpice","EERV, paroisse d'Ecublens-St.Sulpice, Ecublens","Society, Social, Culture & Sports"
948,Olivier,Christin,Uni Neuenburg,UNE,Neuchâtel,Enseignement,Ecole pratique des hautes études de Paris,Education & research
949,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Conseil d’administration,Office national (français) d’indemnisation des accidents médicaux,"Politics, administration, justice system & security sector"
950,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Conseil d’administration,Swissmedic,Pharma & health
951,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Cours,MAS en économie et administration de la santé de HEC Lausanne,Education & research
952,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Prof invité,Uni Paris V Descartes,Education & research
953,Olivier,Hari,Uni Neuenburg,UNE,Neuchâtel,"mandats privés (expertises, analyses)",Schellenberg Wittmer SA,"Politics, administration, justice system & security sector"
954,Olivier,Schneider,ETH Lausanne,EPF,Lausanne,Administrateur,"Coopérative St-Thomas, Lausanne","Society, Social, Culture & Sports"
955,Olivier,Schneider,ETH Lausanne,EPF,Lausanne,Membre du conseil du CERN,"SEFRI, CERN, Genève",Education & research
956,Olivier,Schneider,ETH Lausanne,EPF,Lausanne,Président de l'association CHIPP,Swiss Institute of Particle Physics (CHIPP),Education & research
957,Olivier,Martin,ETH Lausanne,EPF,Lausanne,Reviewing,Various funding agencies and universities,Not classifiable
958,Omid,Aschari,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident und Gründer,ASG Strategy Group AG,"Consulting, public relations, legal & trust"
959,Omid,Aschari,Uni St. Gallen,USG,Saint Gallen,Mitglied,Nationaler Geistiger Rat der Bahá'í der Schweiz,"Society, Social, Culture & Sports"
960,Ottmar,Holdenrieder,ETH Zürich,ETH,Zurich,Stiftungsrat,Stiftung Geobotanisches Forschungsinstitut Rübel,Education & research
961,Paola,Viganò,ETH Lausanne,EPF,Lausanne,Membre comité scientifique,"Ecole Nationale Supérieure d'architecture et de paysage de Lille, France",Education & research
962,Paola,Viganò,ETH Lausanne,EPF,Lausanne,Membre comité scientifique,"Atelier International du Grand Paris, Paris","Society, Social, Culture & Sports"
963,Paola,Viganò,ETH Lausanne,EPF,Lausanne,Prof. ordinaire part-time,"Université IUAV, Italie",Education & research
964,Paola,Viganò,ETH Lausanne,EPF,Lausanne,Partenaire associée,"Secchi-Viganò Studio, Italie","Industry, construction & agriculture"
965,Paola,Viganò,ETH Lausanne,EPF,Lausanne,Membre comité scientifique,"Ecole Nationale Supérieure du Paysage, Versailles, France",Education & research
966,Paolo,Ienne,ETH Lausanne,EPF,Lausanne,Guest lecturer (spring 2014),"Technical University München, Germany",Education & research
967,Paolo,Ienne,ETH Lausanne,EPF,Lausanne,Member of evaluation panel,"FNS, Bern",Education & research
968,Paolo,Ienne,ETH Lausanne,EPF,Lausanne,"Guest lecturer, summer 2014",University of Oulu,Education & research
969,Paolo,Ermanni,ETH Zürich,ETH,Zurich,VR-Mandat,Acutronic Schweiz AG,"Industry, construction & agriculture"
970,Pascal,Pichonnaz,Uni Freiburg,UFR,Fribourg,Vize-Präsident,EKK (Eidgenössische Konsumenten Kommission),"Politics, administration, justice system & security sector"
971,Pascal,Fua,ETH Lausanne,EPF,Lausanne,Advising,PlayfulVision EPFL,Technology
972,Pascal,Gantenbein,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Hoffmann & Co. AG, Basel","Consulting, public relations, legal & trust"
973,Pascal,Zysset,Uni Bern,UBE,Bern,NA,Strassen- und Kanalisationsgenossenschaft Badweidli,"Commerce, trade & services"
974,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,Enseignement,Académie suisse de la magistrature,Education & research
975,Pascal,Pichonnaz,Uni Freiburg,UFR,Fribourg,Schiedsrichter,Handelsschiedsgericht,"Politics, administration, justice system & security sector"
976,Pascal,Pichonnaz,Uni Freiburg,UFR,Fribourg,Gutachter,Selbstständig,Not classifiable
977,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,membre du Directoire,Schweizerisches Kompetenzzentrum für Menschenrechte (SKMR),Education & research
978,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,Président,Académie suisse de la magistrature,Education & research
979,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,Membre,Office cantonal de conciliation en matière de conflits de travail,"Politics, administration, justice system & security sector"
980,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,Membre du Comité suisse,Commission internationale des juristes (ICJ),"Politics, administration, justice system & security sector"
981,Pascal,Dey,Uni St. Gallen,USG,Saint Gallen,Dozent,Fachhochschule Nordwestschweiz,Education & research
982,Pascal,Roman,Uni Lausanne,ULA,Lausanne,Mandat,CHUV,Pharma & health
983,Pascal,Mahon,Uni Neuenburg,UNE,Neuchâtel,Membre du Comité,Association suisse du droit public de l'organisation (ASDPO),"Politics, administration, justice system & security sector"
984,Pascal,Fua,ETH Lausanne,EPF,Lausanne,Consulting,Pix4D EPFL Innovation Park,Technology
985,Patricia,Egli,Uni St. Gallen,USG,Saint Gallen,Ersatzrichterin,Verwaltungsgericht Zürich,"Politics, administration, justice system & security sector"
986,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,"Chairman, Beirat",Advisory Board Novartis Venture Fund,Financial industry & insurances
987,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,NA,Fondation Terre des Hommes,"Politics, administration, justice system & security sector"
988,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,NA,Italian Institute of Technology,Education & research
989,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,NA,Singapore Biomedical Sciences International,Education & research
990,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,NA,World Economic Forum,"Commerce, trade & services"
991,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,CSEM,Education & research
992,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation Brocher,Education & research
993,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation Campus Biotech Geneva,Education & research
994,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation Claude Verdan,"Society, Social, Culture & Sports"
995,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation EPFL+,Education & research
996,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation les Bois Chamblard,Education & research
997,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation pour l'étude des eaux du Léman,Education & research
998,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Part of the presidential duties,Fondation pour la formation continue lausannoise,Education & research
999,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Verwaltungsrat,Lonza Group,Technology
1000,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Verwaltungsrat,Nestlé,"Industry, construction & agriculture"
1001,Patrick,Thiran,ETH Lausanne,EPF,Lausanne,Membre du comité scientifique du LINCS,"Institut Mines-Télécom, France",Education & research
1002,Patrick,Thiran,ETH Lausanne,EPF,Lausanne,Expertise pour projet panel VR NT-14,"Swedish Research Council, Suède",Education & research
1003,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Beirat,Singapore International Advisory Committee for Biomedical Sciences,Education & research
1004,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,Founder & Chairman of the BOD,Amazentis,Technology
1005,Patrick,Aebischer,ETH Lausanne,EPF,Lausanne,NA,Fondation Claude Nobs,"Society, Social, Culture & Sports"
1006,Patrick,Emmenegger,Uni St. Gallen,USG,Saint Gallen,NA,Eidgenössischen Berufsbildungskommission (EBBK),"Politics, administration, justice system & security sector"
1007,Patrick,Emmenegger,Uni St. Gallen,USG,Saint Gallen,Präsident,Schweizerische Vereinigung für Politikwissenschaft,Education & research
1008,Patrick,Jenny,ETH Zürich,ETH,Zurich,VR-Mandat,Ziegelbrücke Energie AG,"Energy, environment & mobility"
1009,Patrick,Jenny,ETH Zürich,ETH,Zurich,VR-Mandat,Fritz + Caspar Jenny AG,"Commerce, trade & services"
1010,Paul,Schönsleben,ETH Zürich,ETH,Zurich,VR-Präsidium,Sanalpin AG,Pharma & health
1011,Paul,Söderlind,Uni St. Gallen,USG,Saint Gallen,Forschungsrat Abteilung 1,Schweizer Nationalfonds SNF,Education & research
1012,Paul,Xirouchakis,ETH Lausanne,EPF,Lausanne,Reviewer Marie-Curie ITN (10 days),"EU Commission, Brussels","Politics, administration, justice system & security sector"
1013,Paul,Xirouchakis,ETH Lausanne,EPF,Lausanne,Reviewer MATENG (9.5 days),EU Commission,"Politics, administration, justice system & security sector"
1014,Paul,Xirouchakis,ETH Lausanne,EPF,Lausanne,Survey on sustainability (1 day),"KIST EUROPE, Germany",Education & research
1015,Paul,Mohacsi,Uni Bern,UBE,Bern,NA,Katharina Huber-Steiner Stiftung,Education & research
1016,Paul,Schönsleben,ETH Zürich,ETH,Zurich,VR-Präsidium,Bioforce AG,Pharma & health
1017,Paul Joseph,Dyson,ETH Lausanne,EPF,Lausanne,Examiner of several PhD Thesis,Several PhD thesis,Not classifiable
1018,Paul Joseph,Dyson,ETH Lausanne,EPF,Lausanne,Editorial board member of several journals (unpaid),Journals,Not classifiable
1019,Paul Joseph,Dyson,ETH Lausanne,EPF,Lausanne,Member of several conferences advisory boards (unpaid),Conferences,Not classifiable
1020,Paul Joseph,Dyson,ETH Lausanne,EPF,Lausanne,Member of the board of the Swiss Competence Center in Energy Research,PSI,Education & research
1021,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Mitglied des Investment Committee,IST Funds Swiss Healthcare Loans,Financial industry & insurances
1022,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,«Pate» für Jungunternehmer,Startnetzwerk Thurgau,"Commerce, trade & services"
1023,Peter,Nagel,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Pro Entomologia, Naturhistorisches Museum, Basel","Society, Social, Culture & Sports"
1024,Peter,Schneemann,Uni Bern,UBE,Bern,NA,Kiefer Hablitzel Stiftung,"Society, Social, Culture & Sports"
1025,Peter,Schneemann,Uni Bern,UBE,Bern,NA,CIHA,Not classifiable
1026,Peter,Ryser,ETH Lausanne,EPF,Lausanne,Non-executive director,"Cranes Sofrwares International Limited, India",Technology
1027,Peter,Ryser,ETH Lausanne,EPF,Lausanne,Membre de la commission de la formation et de la recherche,"Economiesuisse, Zürich","Commerce, trade & services"
1028,Peter,Ryser,ETH Lausanne,EPF,Lausanne,Gérant entreprise personnel,"Rycons GmbH, Stäfa","Consulting, public relations, legal & trust"
1029,Peter,Ryser,ETH Lausanne,EPF,Lausanne,associé gérant président (dès le 03.11.2014),"Sinartis Sàrl, Le Mont-sur-Lausanne",Technology
1030,Peter,Ryser,ETH Lausanne,EPF,Lausanne,Administrateur vice-président,"Sensile Technologies SA, Morges","Industry, construction & agriculture"
1031,Peter,Fornaro,Uni Basel,UBA,Basel,Präsident des Verwaltungsrates,"Bitsave AG, Kehrsatz",Technology
1032,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Vorstand,IHK Industrie- und Handelskammer Thurgau,"Commerce, trade & services"
1033,Peter,Widmayer,ETH Zürich,ETH,Zurich,VR-Mandat,NEBION AG,Technology
1034,Peter,Chen,ETH Zürich,ETH,Zurich,VR-Mandat,Clariant AG,Technology
1035,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,BEG Management AG,"Consulting, public relations, legal & trust"
1036,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,BEG Business Engineering Group AG,"Consulting, public relations, legal & trust"
1037,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,BEG & Partners AG,"Consulting, public relations, legal & trust"
1038,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Mitglied der Oberaufsichtskommission Berufliche Vorsorge,Schweizer Bund,"Politics, administration, justice system & security sector"
1039,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Mitglied der Redaktionskommission,Schweizer Treuhänder,"Consulting, public relations, legal & trust"
1040,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Mitglied des Fachbeirats,KoR Zeitschrift für internationale und kapitalmarktorientierte Rechnungslegung,Media & communication
1041,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Mitglied des Prüfungsausschusses,RBA-Bankengruppe,Financial industry & insurances
